"","dbn","school_name","num.of.sat.test.takers","avg_sat_score","ap.test.takers","total.exams.taken","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total.cohort","grads_percent","dropout_percent","boro","lat","long","d75","saf_p_11","com_p_11","eng_p_11","aca_p_11","saf_t_11","com_t_11","eng_t_11","aca_t_11","saf_s_11","com_s_11","eng_s_11","aca_s_11","saf_tot_11","com_tot_11","eng_tot_11","aca_tot_11"
"298","17K408","ACADEMY OF HOSPITALITY AND TOURISM",57,1045,2.5,NA,NA,NA,25,65.5,319,12.9,15.4,4,1.6,84.3,12.9,0.9,49.8,50.2,81,69.1,3.7,"Brooklyn",40.6494396750004,-73.9584311979996,0,7,7.6,7.6,7.8,7.4,8.4,8.7,8.9,5.5,5.8,6.4,7.3,6.6,7.3,7.6,8
"299","17K467","ERASMUS YABC",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","17K489","W.E.B. DUBOIS ACADEMIC HIGH SCHOOL",7,1092,2.5,NA,NA,NA,22,70.3,199,0.5,11.1,0,1,93.5,4,0.5,45.7,54.3,81,19.8,34.6,NA,NA,NA,0,8.7,7.9,8,8.1,6.3,6.9,6.9,7.3,6.7,5.9,6.9,7.5,7.2,6.9,7.3,7.6
"301","17K524","INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",71,913,2.5,NA,NA,NA,24,80.9,401,91,1,0,28.4,29.2,27.9,14.2,59.1,40.9,84,39.3,8.3,"Brooklyn",40.6702989070004,-73.9616478759996,0,8.6,7.9,7.7,8.1,7.7,6.2,7.4,8,7.4,6.8,7.3,7.7,7.9,7,7.5,7.9
"302","17K528","THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP",46,1176,20,34,1.7,NA,26,68.7,343,5.2,13.4,20,1.5,89.2,7.3,1.5,50.1,49.9,104,61.5,14.4,"Brooklyn",40.6702989070004,-73.9616478759996,0,7.4,7.5,7,7.3,5.2,4.3,5.4,6.1,6.1,6,6.1,6.8,6.2,5.9,6.1,6.8
"303","17K531","SCHOOL FOR HUMAN RIGHTS, THE",35,1088,2.5,NA,NA,NA,31,73.2,386,6.2,15,9,0.8,88.9,8.3,1.6,51.6,48.4,60,81.7,6.7,"Brooklyn",40.659517006,-73.9425464989997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","17K533","SCHOOL FOR DEMOCRACY AND LEADERSHIP",38,1153,2.5,NA,NA,NA,23,68.3,406,3.7,14.5,20,0.5,89.4,8.4,1.5,52,48,74,0,8.1,"Brooklyn",40.659517006,-73.9425464989997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","17K537","HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS",73,1027,21,37,1.76190476190476,NA,23,60.9,385,9.1,15.8,8,1,87.3,9.1,1,61.6,38.4,100,56,8,"Brooklyn",40.6494396750004,-73.9584311979996,0,7.1,7.5,7.3,7.8,6.3,6.5,7.5,8.1,5.5,5.7,6,6.8,6.3,6.6,6.9,7.6
"306","17K539","HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS",61,1105,2.5,NA,NA,NA,28,65.3,422,8.8,19.2,12,2.1,87,9,1.7,63.3,36.7,116,77.6,12.9,"Brooklyn",40.6494396750004,-73.9584311979996,0,7.6,7.7,7.4,8,7.6,8,8.2,8.7,5.5,5.6,6.2,7.1,6.9,7.1,7.3,7.9
"307","17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",69,1360,2.5,NA,NA,NA,23,63.3,521,0,2.3,0,3.1,83.9,9.4,1.3,53,47,76,98.7,0,"Brooklyn",40.6494396750004,-73.9584311979996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","17K544","INTERNATIONAL ARTS BUSINESS SCHOOL",54,1146,2.5,NA,NA,NA,23,69.3,390,7.9,17.4,24,0.8,86.9,10,1.3,47.9,52.1,108,49.1,6.5,NA,NA,NA,0,7.1,7,7,7.1,5.1,5.3,5.1,5.5,5.4,5.5,5.8,6.6,5.9,5.9,6,6.4
"309","17K546","HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW",79,1273,106,130,1.22641509433962,10,23,70.3,417,0.5,4.1,1,3.6,82.5,12.2,0.7,24.9,75.1,93,94.6,0,"Brooklyn",40.659517006,-73.9425464989997,0,8.7,8,7.9,8.6,7.9,6.5,7.2,7.7,6.4,6,6.5,7.6,7.7,6.8,7.2,8
"310","17K547","BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",63,1143,49,59,1.20408163265306,NA,21,80.9,471,6.8,11.9,12,4,79.6,14.2,1.5,54.4,45.6,110,69.1,5.5,"Brooklyn",40.6702989070004,-73.9616478759996,0,7.8,7.7,7.6,7.7,5.8,5.6,6.5,6.6,5.7,5.9,6.1,7,6.4,6.4,6.7,7.1
"311","17K548","BROOKLYN SCHOOL FOR MUSIC & THEATRE",48,1151,37,41,1.10810810810811,21.9512195121951,26,60.5,412,0.5,12.1,3,1,82.8,15.3,1,32.8,67.2,88,73.9,2.3,"Brooklyn",40.6702989070004,-73.9616478759996,0,7.2,7.1,7.1,7.4,6.5,6.3,6.9,7.1,5.9,6.1,6.6,7.4,6.5,6.5,6.9,7.3
"312","17K568","BROWNSVILLE ACADEMY HIGH SCHOOL",16,1063,2.5,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,12,20,NA,NA,NA,0,9.4,8.8,8.9,9.1,8.1,8.1,8.3,8.7,8.5,7.5,8.5,8.9,8.7,8.2,8.6,8.9
"313","17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL",165,1436,272,507,1.86397058823529,16.9625246548323,28,59.1,1104,0,0.5,0,0.9,95.7,2.8,0,41.8,58.2,156,93.6,3.8,"Brooklyn",40.6671620820004,-73.9508579549997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","17K600","CLARA BARTON HIGH SCHOOL",259,1251,135,211,1.56296296296296,29.8578199052133,29,73,1608,8.3,12.7,133,1.8,91.2,5.8,0.7,23.8,76.2,488,60.7,12.9,"Brooklyn",40.6702705570004,-73.9616548239997,0,7.4,6.8,7.1,7.1,7.3,5.9,6.6,7.2,5.9,5.4,6,6.9,6.9,6,6.5,7.1
"315","17K625","PAUL ROBESON HIGH SCHOOL",53,1083,50,51,1.02,NA,25,77.9,326,3.4,25.5,31,0.9,87.1,9.5,1.5,54.9,45.1,292,46.6,12.7,NA,NA,NA,0,8,7.8,7.7,7.8,5.6,5.3,5.9,6.4,6.4,6,6.7,7.4,6.7,6.4,6.8,7.2
"316","17K751","ACADEMY FOR HEALTH CAREERS",NA,NA,2.5,NA,NA,NA,NA,87.7,138,8,15.2,12,3.6,81.2,13.8,1.4,27.5,72.5,NA,NA,NA,"Brooklyn",40.6754023070004,-73.9388811759997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","18K563","IT TAKES A VILLAGE ACADEMY",56,963,2.5,NA,NA,NA,21,76.5,382,30.4,11.5,3,1.8,92.9,4.5,0.5,49,51,4,NA,NA,"Brooklyn",40.6486636630004,-73.9218987619997,0,8.3,8.1,8.1,8.1,8,7.7,8.2,8.8,6.1,5.8,6.9,7.4,7.5,7.2,7.7,8.1
"318","18K566","BROOKLYN GENERATION SCHOOL",29,1145,2.5,NA,NA,NA,20,60.5,331,5.7,19.6,10,1.5,88.8,8.5,0.9,61,39,4,NA,NA,"Brooklyn",40.6326274300004,-73.9177979889997,0,8.2,7.9,7.6,8,5.5,4,5.5,5.9,6,5.7,5.9,6.8,6.6,5.9,6.3,6.9
"319","18K567","BROOKLYN THEATRE ARTS HIGH SCHOOL",54,1118,2.5,NA,NA,NA,26,67.8,382,5,18.6,7,0.5,84.3,12.8,2.1,36.1,63.9,3,NA,NA,"Brooklyn",40.6326274300004,-73.9177979889997,0,8.2,7.3,7.4,7.6,6.8,7,7.2,7.9,5.8,6,6.4,7,6.9,6.8,7,7.5
"320","18K569","KURT HAHN EXPEDITIONARY LEARNING SCHOOL",43,1092,2.5,NA,NA,NA,26,62.6,294,9.5,20.1,6,0,88.1,8.8,1.7,64.3,35.7,5,NA,NA,"Brooklyn",40.6486636630004,-73.9218987619997,0,8,7.7,7.6,7.7,6.2,7.3,7.5,7.8,6.3,5.9,6.4,7,6.8,7,7.1,7.5
"321","18K576","VICTORY COLLEGIATE HIGH SCHOOL",63,1143,2.5,NA,NA,NA,25,64.1,325,5.2,16.6,8,0.3,93.5,5.8,0,48.9,51.1,3,NA,NA,"Brooklyn",40.6326274300004,-73.9177979889997,0,8.4,7.5,7.5,8,7.5,7,7.4,8.7,6.6,6.3,6.7,7.6,7.5,6.9,7.2,8.1
"322","18K578","BROOKLYN BRIDGE ACADEMY",17,1097,2.5,NA,NA,NA,17,65,217,2.8,11.1,3,0.9,88,9.2,0.9,58.5,41.5,87,14.9,16.1,NA,NA,NA,0,8,7.9,7.7,8.3,5.8,4.5,5.8,6.1,7.1,7,7.3,7.9,7,6.5,6.9,7.4
"323","18K589","ARTS & MEDIA PREPARATORY ACADEMY",48,1080,2.5,NA,NA,NA,20,54.4,293,3.4,17.4,7,0.7,89.4,9.6,0,47.4,52.6,4,NA,NA,"Brooklyn",40.6584570300004,-73.9290331739996,0,8.3,7.5,7.3,7.9,6.7,5.9,6.4,6.9,6.2,6.2,6.4,7.2,7.1,6.5,6.7,7.3
"324","18K617","HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA",37,1183,2.5,NA,NA,NA,20,61.3,310,8.1,18.1,15,1.3,85.8,10.6,1.3,66.5,33.5,NA,NA,NA,"Brooklyn",40.6418442680004,-73.8986872909996,0,8.4,7.9,7.7,8.2,7.2,6.1,6.8,6.9,6.6,6.4,7,7.7,7.4,6.8,7.2,7.6
"325","18K629","CULTURAL ACADEMY FOR THE ARTS AND SCIENCES",33,1169,2.5,NA,NA,NA,18,71.6,299,7.7,18.4,7,1.3,86.6,11.4,0.7,51.5,48.5,2,NA,NA,"Brooklyn",40.6486636630004,-73.9218987619997,0,8.3,7.6,7.5,8,6.8,6.7,7.5,7.5,6,5.8,5.9,6.6,7,6.7,7,7.4
"326","18K633","HIGH SCHOOL FOR MEDICAL PROFESSIONS",75,1159,2.5,NA,NA,NA,27,75.2,460,3.3,10.4,7,1.7,85,12.4,0.2,21.5,78.5,NA,NA,NA,"Brooklyn",40.6418442680004,-73.8986872909996,0,8.3,8.2,7.9,8.2,7.1,7.2,6.9,7.3,6.3,6.3,6.3,7.6,7.2,7.2,7,7.7
"327","18K635","OLYMPUS ACADEMY",7,1140,2.5,NA,NA,NA,15,51.1,203,1.5,9.4,0,1,86.2,11.3,1,50.2,49.8,101,16.8,8.9,NA,NA,NA,0,7.8,7.1,6.6,6.8,7.3,6.7,7.8,8.6,8,6.3,7.9,8.4,7.7,6.6,7.6,8.1
"328","18K637","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT",35,1111,2.5,NA,NA,NA,20,54.5,274,6.9,16.8,10,2.2,83.9,12,1.5,54.7,45.3,NA,NA,NA,"Brooklyn",40.6326274300004,-73.9177979889997,0,8.4,7.9,7.6,8.2,7.2,5.8,7,7.6,6.1,5.9,6,7.2,7.2,6.6,6.9,7.7
"329","18K642","URBAN ACTION ACADEMY",40,1135,2.5,NA,NA,NA,21,76.4,305,11.1,12.5,9,2.3,82.3,10.5,3.9,62.6,37.4,NA,NA,NA,"Brooklyn",40.6418442680004,-73.8986872909996,0,8.2,7.3,7.1,7.7,6.8,5.7,5.9,6,6.1,5.9,6.6,7.2,7,6.3,6.5,7
"330","18K673","EAST BROOKLYN COMMUNITY HIGH SCHOOL",12,1191,2.5,NA,NA,NA,19,56.7,203,0.5,8.9,1,1,88.7,9.4,0.5,52.2,47.8,69,4.3,8.7,NA,NA,NA,0,8.9,8.5,8.4,9,7.4,6.4,8.1,8.4,7.8,7.3,7.7,8,8,7.4,8.1,8.5
"331","19K409","EAST NEW YORK FAMILY ACADEMY",54,1242,2.5,NA,NA,NA,19,72.2,433,0.5,2.1,0,0.5,67.2,30.3,1.4,43.2,56.8,91,79.1,3.3,"Brooklyn",40.6606370240004,-73.8863416499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","19K420","FRANKLIN K. LANE HIGH SCHOOL",NA,NA,10,10,1,NA,20,64.3,112,38.4,12.5,2,4.5,11.6,82.1,1.8,51.8,48.2,494,38.3,23.5,NA,NA,NA,0,7.5,7.6,7.6,7.9,6.2,5.6,5.9,6.6,6.3,5.5,6.4,7.1,6.6,6.2,6.6,7.2
"333","19K431","THOMAS JEFFERSON YABC",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","19K502","FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY",37,1023,2.5,NA,NA,NA,24,70.9,381,5,21,11,1,73.8,23.4,1.6,81.1,18.9,87,55.2,23,"Brooklyn",40.6675531110004,-73.8948005369996,0,7,7.5,7.1,7.4,5,5.2,5.2,5.6,5.4,5.4,5.7,6.8,5.8,6,6,6.6
"335","19K504","HIGH SCHOOL FOR CIVIL RIGHTS",47,1054,12,18,1.5,NA,26,60.5,401,9.7,16.2,14,2,74.3,22.2,1,54.4,45.6,111,59.5,10.8,"Brooklyn",40.6675531110004,-73.8948005369996,0,7.7,7.7,7.5,7.9,7.9,7.6,7.9,8.4,6.4,6.1,6.8,7.5,7.3,7.2,7.4,7.9
"336","19K507","PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL",61,1149,2.5,NA,NA,NA,25,76,453,4.9,19.6,26,0.7,81.5,17.4,0,51.4,48.6,111,68.5,8.1,"Brooklyn",40.6675531110004,-73.8948005369996,0,8,7.9,7.8,8.2,7.6,8.3,8.2,8.8,6.5,6,7.1,7.7,7.4,7.4,7.7,8.2
"337","19K510","WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL",68,1106,22,22,1,NA,24,72.6,380,4.2,14.7,13,2.1,81.1,14.2,1.3,36.8,63.2,95,24.2,8.4,"Brooklyn",40.6675531110004,-73.8948005369996,0,7.6,7,7,7.3,5.8,5.9,6.3,7.4,5.3,5.7,5.6,6.9,6.3,6.2,6.3,7.2
"338","19K583","MULTICULTURAL HIGH SCHOOL",29,887,44,44,1,88.6363636363636,24,73.4,406,94.6,1,0,0,0.2,99.8,0,49.8,50.2,3,NA,NA,"Brooklyn",40.6911439620004,-73.8684260569996,0,7.9,8.1,7.5,7.8,6.1,5.6,5.9,6.3,7.1,5.9,7,7.4,7,6.5,6.8,7.1
"339","19K615","TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",182,1193,138,164,1.18840579710145,10.9756097560976,27,62.3,1317,2.4,14.2,66,4.4,70.5,23.2,1.5,84.1,15.9,346,65.3,7.2,"Brooklyn",40.678230731,-73.8759730119996,0,7.4,7.2,7.1,7.3,6.2,6.6,6.8,7,5.3,5.4,5.9,6.7,6.3,6.4,6.6,7
"340","19K618","ACADEMY OF INNOVATIVE TECHNOLOGY",60,1096,2.5,NA,NA,NA,23,75.8,404,12.1,19.3,17,7.4,38.4,50.2,3,70.3,29.7,1,NA,NA,"Brooklyn",40.6911439620004,-73.8684260569996,0,7.6,7.9,7.7,8,6.6,6,6.9,7.3,6.4,6.2,7,7.5,6.9,6.7,7.2,7.6
"341","19K639","BROOKLYN LAB SCHOOL",57,1108,2.5,NA,NA,NA,25,76,397,15.4,19.4,21,1.5,30.7,65,1.3,58.4,41.6,1,NA,NA,"Brooklyn",40.6911439620004,-73.8684260569996,0,6.3,7.3,6.9,7,4.9,4.4,4.9,5.5,5.6,5.8,5.8,6.5,5.6,5.8,5.9,6.3
"342","19K659","CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL",51,1129,21,21,1,47.6190476190476,24,67.1,437,16.2,11.7,13,8.2,16.9,73.2,1.4,47.8,52.2,106,57.5,7.5,"Brooklyn",40.6911439620004,-73.8684260569996,0,7.7,7.7,7.3,7.7,5.7,5.4,6.2,6.9,6.6,6.6,7,7.4,6.7,6.6,6.8,7.3
"343","19K660","W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",74,1102,46,46,1,NA,25,73.3,590,5.3,26.6,93,0.5,71.9,25.4,0.7,29.8,70.2,226,43.4,20.4,"Brooklyn",40.6742242140004,-73.8964535209997,0,7.1,7.1,7.1,7.4,7,7.2,7.3,8.2,5.8,5.7,6,6.8,6.6,6.7,6.8,7.4
"344","19K683","THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",38,1157,2.5,NA,NA,NA,26,81.9,311,9,17.7,34,10,54.3,34.7,0.6,37.6,62.4,NA,NA,NA,"Brooklyn",40.6706832500004,-73.8742174799996,0,8.3,8,7.9,8.1,7.3,7.5,8.4,8.5,6.7,6.2,6.9,7,7.4,7.3,7.7,7.9
"345","20K445","NEW UTRECHT HIGH SCHOOL",456,1272,174,271,1.55747126436782,35.0553505535055,28,59,3276,23,15.6,182,35.9,5.5,28,30.5,59.3,40.7,621,64.3,5.8,"Brooklyn",40.6134244940004,-74.0036537659997,0,7.8,6.9,6.9,7.2,7.8,7.4,8,8.2,7,6.3,7.1,7.5,7.6,6.9,7.4,7.7
"346","20K485","HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY",238,1323,251,413,1.64541832669323,29.7820823244552,30,67.3,1280,4.9,19.4,46,19.2,9.5,54.1,16.8,53.5,46.5,297,75.8,6.1,"Brooklyn",40.6372457160004,-74.0238164729997,0,8.2,7.5,7.5,7.8,8.2,8.1,7.5,8.6,7,6.3,6.8,7.6,7.8,7.3,7.3,8
"347","20K490","FORT HAMILTON HIGH SCHOOL",694,1306,357,576,1.61344537815126,57.4652777777778,28,45.9,4275,21.2,12.8,270,30.3,5,30.2,34.2,53.4,46.6,986,65.9,14.2,"Brooklyn",40.6279133730004,-74.0399523379996,0,7.6,6.7,7,7.2,7.7,7.3,7.6,8.1,7.1,6.3,7,7.6,7.5,6.8,7.2,7.6
"348","20K505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",385,1244,228,340,1.49122807017544,54.7058823529412,28,74.3,3108,39.4,10.8,186,44.2,9.4,27.3,18.6,58.4,41.6,859,52.7,22.5,"Brooklyn",40.6202633730004,-73.9820109999997,0,7.7,7,7.1,7.3,7.6,8,7.8,8.2,6.8,5.6,6.5,7.1,7.3,6.9,7.1,7.5
"349","20K609","THE URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",NA,NA,2.5,NA,NA,NA,13,82.7,374,15.5,17.1,6,35,33.7,21.9,9.1,0,100,NA,NA,NA,"Brooklyn",40.6349080950004,-73.9815190769996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","20K658","FRANKLIN DELANO ROOSEVELT YABC",18,1131,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","21K337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",54,1026,2.5,NA,NA,NA,17,73.8,343,89.2,0.3,1,42,14,21,22.7,58.9,41.1,71,43.7,9.9,"Brooklyn",40.5935938110004,-73.9847292319997,0,8.3,7.8,7.4,7.6,7.5,5.8,6.6,6.8,7.6,7,7.1,7.8,7.8,6.8,7,7.4
"352","21K344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",54,1237,34,64,1.88235294117647,NA,26,70.4,481,11,16,4,12.3,24.1,25.8,37.6,53.6,46.4,113,62.8,7.1,"Brooklyn",40.5821161500004,-73.9728944919996,0,7.7,7.5,7.3,7.7,6.5,5.3,6.1,6.8,6.3,6.1,6.1,7.1,6.9,6.3,6.5,7.2
"353","21K348","HIGH SCHOOL OF SPORTS MANAGEMENT",39,1164,10,10,1,NA,26,69.2,370,2.4,14.6,11,2.7,68.4,23,5.9,88.9,11.1,65,75.4,9.2,"Brooklyn",40.5935938110004,-73.9847292319997,0,7.8,7.3,7.3,7.7,7.3,7.2,7.3,7.9,6,6.4,6.9,7.6,7,7,7.2,7.8
"354","21K410","ABRAHAM LINCOLN HIGH SCHOOL",475,1226,133,193,1.45112781954887,9.32642487046632,28,53.3,2595,16.7,11.5,126,19.3,35.1,20.1,25.1,56.4,43.6,620,57.1,16,"Brooklyn",40.5823083630004,-73.9674657469997,0,7.4,6.6,6.7,6.9,7.1,6.2,6.7,7.2,6,5.8,6.2,7,6.8,6.2,6.5,7
"355","21K412/21K411","ABRAHAM LINCOLN YABC/LEARNING TO WORK GED AT ABRAHAM LINCOLN",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",NA,NA,2.5,NA,NA,NA,25,70,472,2.8,15.7,0,7.2,25,22.7,44.7,57.8,42.2,NA,NA,NA,"Brooklyn",40.5935938110004,-73.9847292319997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","21K525","EDWARD R. MURROW HIGH SCHOOL",727,1431,397,577,1.45340050377834,53.2062391681109,30,28.5,4022,9.1,14.1,249,27.1,24.1,17.6,30.8,42.4,57.6,938,74.8,5.9,"Brooklyn",40.6205043580004,-73.9592339329997,0,8.1,7.4,7.6,7.6,7.5,7.3,7.7,8,7,6,6.8,7.3,7.5,6.9,7.4,7.6
"358","21K540","JOHN DEWEY HIGH SCHOOL",448,1262,232,370,1.5948275862069,41.6216216216216,28,58.7,2168,19.6,8.7,83,39.1,30.6,19.1,10.8,51.5,48.5,603,57.5,12.6,"Brooklyn",40.5892380980005,-73.9817465239997,0,7,6.7,6.7,7,6.4,5.4,6.5,6.7,6.4,5.6,6.5,7,6.6,5.9,6.6,6.9
"359","21K559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",40,1124,2.5,NA,NA,NA,24,72,251,4.8,20.3,6,4.8,44.6,29.9,20.3,51,49,1,NA,NA,"Brooklyn",40.5935938110004,-73.9847292319997,0,8.1,7.3,7.4,7.4,6,4.3,5.4,6.8,6.2,6.4,6.4,7,6.8,6,6.4,7.1
"360","21K572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",40,1079,2.5,NA,NA,NA,21,64.4,226,21.7,16.4,3,19.5,19.5,41.2,19.5,51.3,48.7,3,NA,NA,"Brooklyn",40.5935938110004,-73.9847292319997,0,8.5,8.1,7.7,8.2,7.4,7.2,7.4,8.4,6.4,5.9,6.1,6.8,7.4,7.1,7.1,7.8
"361","21K620","WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",95,1184,2.5,NA,NA,NA,26,74.3,956,3.1,22.7,100,3.2,74.9,14,6.9,78,22,281,42.3,21.4,"Brooklyn",40.5825480380004,-73.9637162209996,0,7.1,7.2,7.1,7.2,8.3,8.3,8.4,8.8,5.5,5.5,6.2,6.9,7,7,7.2,7.6
"362","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",119,1313,39,43,1.1025641025641,30.2325581395349,27,49.9,876,8.4,18.7,3,12.8,7.2,23.1,56.5,50.1,49.9,140,67.9,15,"Brooklyn",40.604877,-73.9944171539997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","21K728","LIBERATION DIPLOMA PLUS",10,1153,2.5,NA,NA,NA,15,82.3,191,1.6,6.3,1,2.6,44,37.7,15.2,41.9,58.1,65,26.2,12.3,NA,NA,NA,0,9,8.5,8.4,8.9,7.1,5.7,6.7,7.5,7.7,6.3,7.3,7.8,8,6.8,7.5,8
"364","22K405","MIDWOOD HIGH SCHOOL",824,1473,745,1223,1.64161073825503,61.9787408013083,32,41.2,3842,3.7,5.2,68,31.7,35.2,11.7,21.2,45.3,54.7,872,86.8,1.6,"Brooklyn",40.6333354940004,-73.9529160639996,0,7.4,6.5,6.9,7.2,7.4,7.1,7.3,7.8,6.5,5.4,6.2,7.1,7.1,6.3,6.8,7.4
"365","22K425","JAMES MADISON HIGH SCHOOL",518,1350,323,463,1.43343653250774,40.6047516198704,30,58.3,3076,13.2,12.4,118,20.8,17.9,14.5,46.4,54.4,45.6,1076,66.3,13.8,"Brooklyn",40.6097584810004,-73.9484518369997,0,8,7.5,7.7,7.9,8.2,7.8,8,8.4,6.5,6,6.7,7.3,7.6,7.1,7.5,7.9
"366","22K495","SHEEPSHEAD BAY HIGH SCHOOL",236,1145,37,59,1.59459459459459,45.7627118644068,26,53.1,1928,21.7,13.1,122,12,61.8,15.8,10.1,53.2,46.8,537,57.9,21.8,NA,NA,NA,0,7.4,6.9,7.1,7.2,6.6,6.4,7,7.2,5.7,5.5,6.4,6.9,6.6,6.3,6.8,7.1
"367","22K535","LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",259,1627,367,575,1.56675749318801,66.4347826086957,32,29,1022,0.5,7.3,0,13.5,9.4,10.8,65.6,41.2,58.8,253,96.4,2.4,"Brooklyn",40.580847136,-73.9360885689997,0,8.8,7.2,7.6,7.6,8.1,6.4,6.7,7.8,7.6,6.3,7.1,7.6,8.2,6.6,7.1,7.7
"368","22K555","BROOKLYN COLLEGE ACADEMY",131,1352,2.5,NA,NA,NA,26,48.4,630,0.2,1.7,0,5.9,77.9,12.4,2.7,36.3,63.7,120,95.8,0,"Brooklyn",40.6492006270004,-73.9716946209996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","23K493","BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",60,1185,15,16,1.06666666666667,NA,25,74.5,580,1.6,12.1,27,1.9,88.1,8.3,0.5,50.7,49.3,70,62.9,7.1,"Brooklyn",40.6741373830004,-73.9134944909997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","23K514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",55,1091,39,40,1.02564102564103,NA,23,66.9,365,1.4,20.3,21,0.8,88.5,10.4,0,48.5,51.5,92,70.7,6.5,"Brooklyn",40.6658109120005,-73.9116996449997,0,7.9,7.6,7.5,7.8,6.9,6.5,6.5,7.2,6.2,6.1,6.7,7.5,7,6.8,6.9,7.5
"371","23K643","BROOKLYN DEMOCRACY ACADEMY",11,1018,2.5,NA,NA,NA,NA,62.3,205,2.4,16.1,4,1.5,85.9,11.7,0.5,47.8,52.2,97,26.8,11.3,NA,NA,NA,0,9.1,8.5,8.2,9,7.6,7.7,8.4,8.7,7.9,6.9,7.7,8.3,8.2,7.7,8.1,8.7
